PointID,SiteID,Easting,Northing,Altitude,OSEWellID,HoleDepth,WellDepth,FormationZone,ObjectID,x,y
SD-0050,,381905,3866970,7492.31,X,350,350,325MDER,655,-106.293171,34.93835876
SA-0066,3.34629E+14,257849,3740219,7089.77,X,280,280,050QUAL,656,-107.6149304,33.77443655
QY-0118,,663574,3884140,3980,,220,220,231CHNL,657,-103.2056536,35.08679214
DA-0060,,338669,3584550,4390,,,590,112SNTF,658,-106.7151438,32.38631377
SA-0229,3.34536E+14,198777,3740290,6812.19,RG-60975,120,120,,659,-108.2520458,33.75992082
QY-0875,,614033,3867800,4300,,68,68,,660,-103.7512049,34.94630695
QY-0524,,652836,3953370,4710,,150,150,121OGLL/210CRCS,661,-103.3104277,35.7124439
BW-0506,,367841,3706010,5125,,,175,261SNGL,662,-106.4225322,33.48544322
MI-0174,,437818,3941252,7337.25,,,87,326MGDL,663,-105.6865991,35.61308838
BW-0236,,404876,3661070,4485,,,,110ALVM,664,-106.0192413,33.08408536
BC-0252,,374184,3886850,6871.11,,,165,,665,-106.380707,35.11664337
QY-0725,,620294,3844470,4720,,99,99,121OGLL,666,-103.6860019,34.73525595
BW-0375,,406759,3630210,4000,,,,110ALVM,667,-105.9959424,32.80591961
BW-0311,,408512,3642770,4345,,,155,110ALVM,668,-105.9784637,32.91934904
TB-0236,,430849,3714183,6680.21,T-01918,150,150,120TSBV_Upper,669,-105.7450362,33.56508371
BW-0801,,561404,4023910,6144.9,,,49,210CRCS,670,-104.3156044,36.35832605
BC-0320,,380220,3892160,6697,S-00383,,300,,671,-106.3152541,35.16524857
BW-0238,,405080,3661260,4525,,,1440,110ALVM,672,-106.0170755,33.08581679
MI-0047,,590751,3903155,4852.29,,,21,217PRGR,673,-104.002256,35.26741817
QY-0472,,652615,3932570,4220,,205,205,121OGLL,674,-103.3168036,35.52501593
BW-0846,,406779,3631430,4111.44,,,208,112ANCH,675,-105.9958515,32.81692484
TB-0251,,429068,3721798,5840.3,T-00255 S2,80,80,112QTBF,676,-105.7648291,33.63364416
TO-0180,,404307,3833250,6115,,,300,112QTBF,677,-106.0440669,34.63669425
ED-0307,,582828,3575230,3038,,,,110ALVM,678,-104.1201417,32.31083845
DA-0192,,335786,3567090,3865,,,,050QUAL,679,-106.7427641,32.2284531
QY-0582,,600910,3835110,4690,,90,90,121OGLL,680,-103.8988197,34.65296417
TV-112,,443087,4022445,6991.05,RG-51249,325,325,122CRTO,681,-105.6342544,36.34539543
QY-0896,,622215,3859510,4394.34,,6,6,231CHNL,682,-103.6628351,34.87061756
BW-0126,,414053,3703650,6130,,,114,,683,-105.9249646,33.46887106
AR-0083,,237541,4086200,5727.18,X,,,,684,-107.9449977,36.88531442
TO-0282,,399184,3856280,6255,,,297,325MDER,685,-106.102708,34.84384512
SD-0321,,366085,3908410,5624,X,102,102,110ALVM,686,-106.4730669,35.30994351
SV-0068,,378118,3899459,6571.67,RG-73945,370,370,325MDER,687,-106.3394094,35.23079395
SA-0158,,253621,3722076,6367.62,X,35,35,050QUAL,688,-107.6555088,33.60999908
QY-0805,,634056,3857400,4760,,226,226,121OGLL,689,-103.5336544,34.85010301
QY-0040,,616800,3887820,4170,,141,141,231CHNL,690,-103.7180935,35.12647459
QY-0732,,629755,3845860,4650,,119,119,121OGLL,691,-103.5824695,34.74662831
SD-0011,,393075,3847800,6303.45,X,,,050QUAL,692,-106.1684351,34.76676665
TO-0480,,441006,3788620,6780,,,650,310YESO,693,-105.6406132,34.23700441
BW-0497,,384064,3730180,5760,,,160,319BRSM,694,-106.2510943,33.70527412
QY-0149,,592775,3895220,4620,,441,441,220ENRD,695,-103.9809015,35.19569332
TB-0066,,412514,3692703,5450.5,T-00442 S17?,404,404,050QUAL,696,-105.9404603,33.37002031
SM-0027,,434224,3611026,7093.79,ST-00184,700,700,300YESO,697,-105.7012485,32.63486759
SO-0129,,327656,3764171,4573.47,X,50,19,110ALVM,698,-106.8662216,34.00401897
BC-0082,,375467,3892640,7101,RG-84584,,40,,699,-106.3675039,35.16899777
BW-0154,,397437,3671460,4320,,,17,110ALVM,700,-106.1001044,33.17711081
MI-0246,,518200,3948487,6521.03,,,,,701,-104.7988831,35.68011084
BC-0105,,374805,3882770,6443,,,,,702,-106.3732769,35.07994083
SD-0072,,395839,3863790,6483.07,X,214,214,325MDER,703,-106.1402231,34.91121688
SO-0138,,326642,3763760,4570.9,X,47,47,,704,-106.877115,34.00014715
BW-0191,,403033,3660480,4438.25,,,232,110ALVM,705,-106.0389233,33.0786013
QY-0298,,636125,3894220,4000,,,,231CHNL,706,-103.5050001,35.18173657
TO-0115,,445463,3822810,6335.73,,,280,310YESO,707,-105.5943934,34.54556835
AR-0116,,243507,4095780,5953.17,X,69,69,,708,-107.8813795,36.97320403
SA-0171,,257786,3718537,6270.32,X,80,80,112QTBFpd,709,-107.6096979,33.57906754
BW-0685,,403038,3790030,6464.71,,,670,310YESO,710,-106.053009,34.24687162
EB-035,,419851,3936346,7204.51,RG-44717,380,380,400EMBD,711,-105.8844783,35.56756473
SA-0065,3.34801E+14,160751,3746060,6306.77,X,100,100,112QTBF,712,-108.6640996,33.80036441
QY-0520,,666726,3946800,4380,,145,145,121OGLL,713,-103.1583053,35.65098347
WL-0051,,441562,4050011,7297.05,RG-82554,140,140,112QTBF,714,-105.6533303,36.59380188
TO-0171,,396725,3835250,6185,,,,112QTBF,715,-106.1270205,34.65399054
BC-0065,,379478,3888010,6820,S-02153,400,400,,716,-106.3227941,35.12774837
ED-0024,,556871,3635930,3357.24,,,,110ALVM,717,-104.3921782,32.86000192
BW-0317,,407301,3639540,4260,,,84,110ALVM,718,-105.9910889,32.89011509
TB-0086,,404041,3641131,4226.39,X,290,290,112QTBF,719,-106.0261035,32.90418338
CX-0020,,577768,4057110,7020,,,60,211GRRG ,720,-104.129886,36.6564117
QY-0917,,637794,3860430,4528.48,,135,135,110ALVM/231CHNL,721,-103.4922806,34.87691723
QY-0207,,608863,3892970,4050,,42,42,220ENRD,722,-103.8045081,35.17379313
SA-0176,,256000,3760646,7331.05,X,540,540,112QTBFppm,723,-107.6405426,33.95804968
ED-0056,,576601,3609830,3345,,,170,312RSLR,724,-104.1834723,32.62338222
BW-0119,,404480,3703770,5180,,,90,110ALVM/211MVRD,725,-106.0279876,33.46914176
EB-022,,414889,3943164,7059.91,RG-71060,350,287,121TSUQa,726,-105.9399476,35.62861714
BW-0339,,399483,3633920,4001,,,110,110ALVM,727,-106.0740506,32.83873808
QY-0945,,608009,3875240,4190,,30,30,110ALVM,728,-103.8161974,35.01404283
QY-0674,,597640,3844540,4820,,,,121OGLL,729,-103.933408,34.73830518
TV-207,,446075,4020810,7182.62,RG-75724,598,598,123PICSc,730,-105.6008443,36.33082809
ED-0289,,581048,3576260,3070,,,160,110ALVM,731,-104.1389606,32.32025979
EB-053,,415877,3939624,7020.5,RG-59821,340,340,400EMBD,732,-105.9286687,35.59678747
TO-0460,,402988,3878690,6253.48,,,,112QTBF,733,-106.0637138,35.04626306
ED-0200,,564224,3582220,3340,,,257,313CLBD,734,-104.3172817,32.37511592
AR-0012,,228771,4078750,5576.52,X,,18,,735,-108.0406201,36.81577156
HS-019,,289627,3667745,4243.4,HS-01090,42,42,,736,-107.2550427,33.12804683
MI-0113,,562562,3923281,4562.09,,,435,231SNRS,737,-104.3106122,35.45103807
EB-224,3.53845E+14,415467,3945318,7050.89,X,300,300,121TSUQsa,738,-105.933791,35.6480857
QY-0858,,607456,3862630,4380,,156,156,231CHNL,739,-103.8238828,34.90041509
ED-0156,,541079,3583310,4125,,,487,313CKBF,740,-104.5632675,32.38604099
CX-0038,,585960,4053630,6850,,,30,110ALVM,741,-104.0386291,36.62433922
TO-0241,,416161,3848420,6093.25,,,186,112QTBF,742,-105.9162565,34.77451653
QY-0326,,647019,3893750,4100,,40,40,231CHNL,743,-103.3854799,35.1759645
BW-0797,,483336,3945290,6632.34,,,134,210CRCS,744,-105.184096,35.65131254
BW-0284,,406234,3650330,4400,,,407,110ALVM,745,-106.0035938,32.98734006
MI-0244,,500111,3949565,6771.76,,,335,211GRRS/211DKOT/217PRGR,746,-104.9987829,35.68999851
AS-002,,447671,4042830,7638.31,RG-76172,350,350,,747,-105.5845489,36.52942265
ED-0363,,543879,3543190,3880,,,196,110ALVM,748,-104.535343,32.02400283
TB-0068,,412290,3692671,5432.43,T-01547,200,200,050QUAL,749,-105.9428648,33.36971345
EB-004,,411065,3936094,6598.46,RG-38073 X2,560,560,121TSUQa,750,-105.9813947,35.56454262
QY-0623,,600531,3839330,4720,,125,125,121OGLL,751,-103.9024531,34.69105012
LC-028,,399769,3936918,6082.3,RG-34497,,,112ANCH/120IRSV,752,-106.106127,35.57089187
WL-0151,,341692,3950613,5723,RG-46073 POD2,70,28,,753,-106.7495161,35.6867328
AH-050,,439620,4044808,7042.47,RG-86063,660,660,,754,-105.6746319,36.54677868
TO-0126,,377326,3834440,6810,,,19,112QTBF,755,-106.3385519,34.64454781
QY-0815,,634434,3859040,4760,,173,173,121OGLL,756,-103.5292577,34.86483717
BC-0295,,380029,3890360,6891,,,427,,757,-106.3170893,35.14899911
BC-0123,,366940,3881580,5991,,,,,758,-106.4593332,35.0682062
QY-0796,,626845,3851290,4790,,195,195,121OGLL,759,-103.6134335,34.79594635
SD-0070,,392551,3859980,6654.89,X,150,150,325MDER,760,-106.1757195,34.87652409
BC-0055,,376424,3885340,6558,S-01173,160,160,,761,-106.355906,35.10330859
ED-0326,,560990,3561640,3600,,,150,313CPTN,762,-104.352978,32.18964862
TB-0155,,400753,3690208,4645.19,X,200,200,212KTRP,763,-106.0665954,33.3464976
SD-0249,,376016,3890740,6958,X,159,159,231CHNL,764,-106.3611914,35.15193783
EB-418,,412901,3933908,6622.56,RG-42864,,,112ANCH/121TSUQa,765,-105.9609021,35.54499829
SD-0048,,396495,3853630,6326.32,X,400,400,325MDER,766,-106.1317875,34.81968273
AR-0109,,243778,4092150,5847.736,SJ-03067,20,20,,767,-107.8771079,36.9405966
QY-0268,,626456,3893650,4040,,190,190,231CHNL,768,-103.6112496,35.1778624
MI-0151,,522850,3929603,6625.08,,,170,211DKOT/217PRGR,769,-104.7480309,35.50974707
SM-0025,,434844,3612086,7003.03,ST-00111,490,490,300YESO,770,-105.694713,32.64446578
PC-044,,371827,3905475,6348.3,X,300,300,325MDER,771,-106.4094638,35.28423948
QY-0954,,615942,3878220,4110,,27,27,110ALVM,772,-103.7288517,35.04002895
ED-0372,,619647,3549010,3265,,,340,231DCKM,773,-103.7323722,32.0710198
SO-0171,,329312,3755371,4551.11,X,51,50,110ALVM,774,-106.8465824,33.9249641
BW-0424,,388480,3625010,4010,,,250,110ALVM,775,-106.1905272,32.75731724
EB-012,3.54105E+14,412377,3949416,6831.02,RG-01113,616,616,121TSUQs,776,-105.968366,35.68476036
SD-0115,,396934,3875690,6364.69,X,100,100,325MDER,777,-106.1297105,35.01861604
AS-018,,444931,4043730,7168.97,RG-49139,65,65,,778,-105.6152186,36.53738187
QY-0407,,647110,3907430,3930,,250,250,231CHNL/231SNRS,779,-103.3820334,35.2992557
QY-0833,,646567,3857620,4640,,230,230,121OGLL,780,-103.3968113,34.85035947
MI-0069,,615075,3916509,4056.59,,,61,220ENRD,781,-103.7330028,35.38530058
QY-0236,,611226,3890860,4100,,62,62,221MRSN/220ENRD,782,-103.7788479,35.1545123
SA-0008,3.41751E+14,249866,3798496,7583.11,,,,112QTBFppm/123DTMGign,783,-107.7177573,34.29758366
SM-0261,,444758,3641360,7527.3,X,6,6,110ALVM/300YESO,784,-105.5907559,32.90906419
BW-0016,,363923,3590500,4056.63,,,1111,110ALVM,785,-106.4476019,32.44333966
SO-0071,,326460,3813660,4783,,,85,112SNTF,786,-106.8891033,34.44990068
QY-0375,,635572,3904640,3990,,220,220,231CHNL,787,-103.5093543,35.27573772
QY-0653,,615947,3832570,4730,,117,117,121OGLL,788,-103.7351079,34.62847197
SD-0066,,391488,3863710,6607.99,X,100,100,325MDER,789,-106.1878327,34.91003947
TO-0147,,397881,3837330,6185,,,204,112QTBF,790,-106.1146587,34.67286024
SD-0020,,394205,3858440,6396.09,X,208,208,325MDER,791,-106.1574301,34.86281342
SM-0139,,452901,3630796,7049.07,PN-1031,380,380,300YESO,792,-105.5031412,32.81415563
WL-0043,,436015,3697744,7505,H-00785 S-4,590,590,124CBMN,793,-105.6882079,33.41714263
SD-0138,,374261,3886080,6726.72,X,65,65,110ALVM/231CHNL,794,-106.3797452,35.10971171
BW-0302,,409372,3646410,4500,,,260,110ALVM,795,-105.9696254,32.9522505
SO-0276,,328580,3763955,4567.82,X,3,3,,796,-106.8561784,34.00222328
QY-0995,,665698,3877330,3999.7,,45,45,231CHNL,797,-103.1837244,35.02506793
ED-0278,,563964,3570190,3500,,,460,313CLBD,798,-104.3208559,32.26661158
AR-0010,,225194,4076660,5517.02,X,,38,,799,-108.0799135,36.79592638
DA-0070,,348690,3583600,4930,,,204,112SNTF,800,-106.6084945,32.37915128
CX-0016,,575729,4058950,7005,,,58,211FRHS,801,-104.1525157,36.67316184
QU-164,,445020,4068033,7585.57,RG-90520,190,190,,802,-105.6159666,36.75646509
UC-0134,3.64522E+14,583419,4067893,6823.91,X,120,120,110ALVM,803,-104.0654899,36.75312757
QY-0092,,634599,3879360,4080,,5,5,,804,-103.5241725,35.04799025
QY-0686,,589586,3842520,4970,,206,206,121OGLL,805,-104.0215912,34.72083043
DA-0001,,337268,3629340,4800,,,,112SNTF,806,-106.7378102,32.78997406
TO-0090,,402424,3826370,6140,,,225,112QTBF,807,-106.0638167,34.57448336
AR-0069,,234659,4082709,5654.954,SJ-03497,30,30,,808,-107.9760761,36.85308138
QY-0036,,600841,3884830,4340,,98,98,221MRSN,809,-103.8935816,35.10124393
BC-0070,,378476,3890570,6802,S-01197,240,240,,810,-106.3341654,35.1507057
TO-0436,,466776,3869200,6157.85,,,80,231DCKM,811,-105.3639451,34.9648057
SA-0169,,262322,3722871,7021.33,X,33,33,050QUAL,812,-107.5620239,33.6191396
QY-0786,,623188,3854450,4850,,,,121OGLL,813,-103.6529356,34.82488328
SV-0023,,381056,3899797,6370.5,RG-83111,245,245,325MDER,814,-106.3071793,35.23419386
QU-057,,446067,4066458,7632.06,RG-70346 POD2,190,190,,815,-105.604126,36.7423277
SD-0184,,377783,3886940,6673.6,X,175,175,210MNCS,816,-106.3412349,35.1178981
QY-0201,,614641,3893160,4080,,130,130,110AVMB/220ENRD,817,-103.7410427,35.17486318
EB-374,,403628,3929182,6179.6,RG-74896,200,200,112ANCH/123ESPN,818,-106.0626267,35.50153439
BC-0106,,380464,3872370,7466,,,,,819,-106.3097211,34.98687153
QY-0626,,599691,3837300,4690,,,,121OGLL,820,-103.9118619,34.6728293
SD-0009,,386786,3847330,6521.94,X,250,250,325MDER,821,-106.2370812,34.76185043
ED-0206,,573811,3587850,3165,,,400,312RSLR,822,-104.2149362,32.42530776
AR-0007,,226463,4076570,5504.81,SJ-03663,32,32,,823,-108.0656773,36.79548352
MI-0256,,551436,3954650,5686.71,,,,211DKOT/217PRGR,824,-104.4312112,35.73450237
ED-0254,,582692,3580330,3045,,,,110ALVM,825,-104.1211418,32.35685191
ED-0214,,577542,3584460,3080,,,135,110ALVM,826,-104.1755338,32.39447544
ED-0274,,552148,3571750,3750,,,167,313CKBF,827,-104.4462241,32.28129659
EB-086,,408125,3958220,6690.7,RG-29546,770,770,121TSUQsf,828,-106.0163578,35.76374077
TB-0015,,416169,3663114,5737.7,X,,,310ABO,829,-105.8984407,33.10345089
WL-0178,,135422,3707797,5183,GSF-02107 1,280,280,,830,-108.9214711,33.447643
MI-0048,,607644,3903168,4060.95,,,75,220ENRD,831,-103.8165582,35.26586139
BW-0283,,410932,3649280,4679.22,,,330,110ALVM,832,-105.9532151,32.97826395
BC-0244,,378908,3885170,6773.77,S-01782,,375,,833,-106.3286329,35.10207779
TO-0465,,406034,3883910,6257.46,,,192,112QTBF,834,-106.030912,35.09361414
BC-0253,,373975,3886830,6998.08,,,310,,835,-106.3829969,35.11643694
QU-055,,444470,4061212,7281.97,X,43,43,,836,-105.6216323,36.69494639
MI-0071,,618312,3909968,3799.58,,,35,110AVMB,837,-103.6983174,35.32595726
ED-0283,,575959,3577140,3140,,,,110ALVM,838,-104.1929507,32.32855507
QY-0544,,668417,3947400,4320,,156,156,121OGLL,839,-103.1395093,35.65610345
TC-304,,444084,4084798,7569.67,RG-01441 S6,438,438,,840,-105.6276858,36.9075325
ED-0371,,603011,3547520,3080,,,200,231DCKM,841,-103.9087574,32.05922036
HS-062,,288638,3679885,4821.63,X,600,600,,842,-107.2684562,33.23727275
QY-0022,,608469,3886150,4280,,212,212,220ENRD,843,-103.8097296,35.11235156
TO-0119,,373278,3833920,7335,,,140,325MDER,844,-106.3826321,34.63936707
QY-0883,,613055,3865490,4290,,38,38,110AVMB,845,-103.762226,34.92559094
BC-0009,,374717,3888080,6893,S-01524 POD2,,540,,846,-106.3750458,35.12779788
CX-0056,,569468,4027650,6430,,,135,121OGLL ,847,-104.2253963,36.39149188
BC-0034,3.50531E+14,374292,3884100,6478,S-00624,160,160,211MVRD,848,-106.3791044,35.09186653
QY-0791,,626126,3853320,4760,,97,97,121OGLL,849,-103.6209862,34.8143363
SM-0259,,444543,3642783,7466.53,X,410,410,300YESO,850,-105.5931405,32.92188879
SA-0101,,257959,3713806,6591.79,X,,,123DTMGandbas,851,-107.606554,33.53647956
TC-209,,434090,4075717,7672.19,RG-38563,400,400,,852,-105.7390751,36.82503179
HS-047,,289912,3667727,4241.04,HS-00926 POD2,60,60,,853,-107.2519856,33.12793984
TO-0181,,404307,3833250,6100.71,,,,112QTBF,854,-106.0440669,34.63669425
SO-0056,,319213,3798780,4907.61,,,,110ALVM,855,-106.9648151,34.31454261
TO-0283,,399714,3856150,6255,,,65,112QTBF,856,-106.0968964,34.84272545
BC-0222,,374838,3887560,6793.65,,,,,857,-106.3736393,35.12312532
CX-0014,,588460,4062000,6885,,,140,211DKOT,858,-104.0097067,36.69955415
EB-270,3.55E+14,395376,3966092,5526.73,Exempt,380,346,121CHMTv,859,-106.1583965,35.83342786
QY-0442,,650565,3916790,3760,,140,140,231SNRS,860,-103.3423252,35.38310456
MI-0011,,452753,3895274,6229.07,,,15,110AVMB,861,-105.5190353,35.19935626
SO-0103,,369308,3816560,6086.92,,,,310ABO,862,-106.423267,34.48236277
MI-0115,,579230,3923201,4161.79,,,22,110AVMB,863,-104.1269652,35.44912831
AH-042,,438487,4042420,6947.69,RG-86530,496,496,,864,-105.6870995,36.5251798
TB-0188,,414574,3714509,5446.11,T-01225,70,70,050QUAL,865,-105.9203949,33.56684424
SA-0017,3.40645E+14,245573,3778204,7139.44,RG-31422,414,414,112QTBFppm/123DTMGign,866,-107.7583887,34.1137477
SV-0081,,377522,3898349,6969.08,RG-81065,785,785,325MDER,867,-106.3457922,35.22071508
MI-0236,,487954,3953859,6725.43,,,45,211GRRG,868,-105.1332098,35.72864113
MI-0177,,438731,3936688,6931.76,,,515,321SGDC,869,-105.6761727,35.5719967
ED-0319,,601552,3577990,3000,,,200,312RSLR,870,-103.9209722,32.33418987
EB-304,,400149,3937292,6099.89,RG-21300,60,60,112ANCH,871,-106.1019803,35.57430186
SO-0128,,327400,3764094,4575.3,X,19,19,,872,-106.8689772,34.00328281
SA-0132,,232712,3774884,7309.35,RG-54339,178,178,112QTBFppm,873,-107.896649,34.08063432
SO-0178,,328774,3755365,4550.05,X,50,50,,874,-106.8523989,33.92482261
EB-608,3.54228E+14,402225,3952079,6373.43,Exempt,2004,1990,121TSUQs,875,-106.0808667,35.70781212
WL-0127,,303486,3780212,5951.59,RG-76847,280,280,,876,-107.131415,34.14434157
SV-0099,,380114,3900205,6416.66,RG-66741,200,200,325MDER,877,-106.3175887,35.23775962
TO-0454,,399423,3881480,6325.4,,,200,112QTBF,878,-106.1031348,35.07106782
BW-0755,,659978,3882060,3993.88,,,128,231DCKM,879,-103.2454855,35.06862215
WL-0157,,368338,3907364,5985,RG-28291-S2,,,,880,-106.4481231,35.30081408
ED-0187,,563802,3586310,3400,,,,313CLBD,881,-104.3214916,32.41203446
CX-0013,,586769,4064130,6875,,,110,110ALVM,882,-104.0283931,36.71890901
TB-0020,,434473,3713353,6456.21,X,50,50,050QUAL,883,-105.7059333,33.55782687
CX-0076,,536430,4014500,6045,,,45,211FRHS,884,-104.5943944,36.2747628
TO-0470,,406769,3880470,6291.5,,,125,310GLOR,885,-106.0224624,35.06266778
QY-0696,,600834,3842070,4760,,100,100,121OGLL,886,-103.8988183,34.71572471
EB-036,,417680,3943130,7300.17,RG-53836,227,227,400EMBD,887,-105.9091247,35.62854715
WL-0172,,537304,3659486,3811,RA-03930,450,450,,888,-104.6003471,33.07332314
SA-0209,,246437,3749897,6991.68,X,,,112QTBFppm,889,-107.7408266,33.85895233
QU-168,,450107,4076031,8034.72,RG-87670,509,509,,890,-105.5595021,36.82884296
QY-0328,,646855,3890180,4000,,125,125,231CHNL,891,-103.3879154,35.14380985
QY-0991,,652463,3878720,4130,,85,85,110ALVM,892,-103.3284864,35.03968115
HS-026,,289247,3667770,4246.73,X,,18,,893,-107.259119,33.12819839
MI-0269,,574726,3948346,4753.49,,,120,231CHNL,894,-104.1742682,35.67617592
QY-0104,,650201,3884020,4100,,220,220,231CHNL,895,-103.3523167,35.08779236
QY-0508,,671673,3942430,4200,,527,527,121OGLL,896,-103.1046158,35.6107551
DA-0087,,336525,3578180,4110,,,630,112SNTF,897,-106.7368295,32.32856244
BC-0156,3.50949E+14,380492,3891850,6704,,,260,313SADG,898,-106.3122232,35.16248636
QY-0556,,584864,3838440,4650,,77,77,110ALVM/231CHNL,899,-104.0735668,34.68444553
EB-316,,399790,3937163,6083.59,X,8,8,112ANCH/121TSUQ,900,-106.1059256,35.57310265
SM-0040,,447836,3641487,7179.69,PN-00258,405,405,300YESO,901,-105.5578489,32.91036094
BW-0090,,415568,3721810,5360,,,80,110ALVM/211MVRD,902,-105.9103783,33.6327665
EB-243,3.53925E+14,408912,3946594,6637.75,RG-07738,112,112,121TSUQs,903,-106.0063345,35.65900582
EB-172,3.53754E+14,405330,3943594,6459.06,RG-24042,493,493,121TSUQs,904,-106.0455496,35.63162373
MI-0264,,562090,3946334,4727.58,,,17,110AVMB,905,-104.3140446,35.65891276
SM-0253,,422875,3644974,6710.47,T-03309,100,100,050QUAL,906,-105.8250525,32.94033614
BW-0209,,402200,3658870,4425,,,197,110ALVM,907,-106.0476747,33.06400641
QY-0195,,615561,3893440,4090,,345,345,,908,-103.7309023,35.17728194
CX-0129,,544252,4050990,6000,,,25,110ALVM,909,-104.5052222,36.60339115
EB-025,,420106,3934109,7085.16,RG-39231,200,200,400EMBD,910,-105.8814438,35.54741758
QY-0067,,619748,3883060,4080,,39,39,110AVMB,911,-103.6864345,35.08321713
SD-0122,,367123,3881600,6191.94,X,110,110,110ALVM/400PREC,912,-106.4573299,35.06841062
SO-0069,,323402,3818140,4890,,,135,112SNTF,913,-106.9233016,34.48976074
ED-0140,,573055,3590060,3115,,,,110ALVM,914,-104.2228056,32.4452926
BW-0024,,360791,3584800,4261,,,820,110ALVM,915,-106.4800711,32.39154861
SA-0019,3.4085E+14,231835,3782318,7716.68,RG-92261 POD1,120,120,123DTMGign,916,-107.9084354,34.14736883
BW-0104,,380563,3713840,5055,,,24,325MDER,917,-106.286673,33.5575451
TO-0463,,404415,3879530,6223.71,,,309,310GLOR,918,-106.0481663,35.05397254
WL-0093,,400483,3846907,6174.16,E-00117?,,,112QTBF/310YESO,919,-106.0873918,34.75946511
QY-0063,,626583,3885220,4020,,63,63,231CHNL,920,-103.6111468,35.10185353
SO-0177,,328774,3755365,4550.05,X,50,20,,921,-106.8523989,33.92482261
WS-008,3.24854E+14,381387,3631480,3968.4,?,25,25,110AVMB,922,-106.2670591,32.81492461
DA-0043,,345568,3590930,4645,,,700,112SNTF,923,-106.6428685,32.4448219
MI-0187,,486615,3945067,6859.77,,,,211GRRS,924,-105.1478695,35.64935179
QY-0384,,640617,3904490,3900,,126,126,231CHNL,925,-103.4539264,35.27368954
QY-0297,,635965,3894820,4000,,160,160,231CHNL,926,-103.5066578,35.1871667
TO-0043,,398690,3817380,6425,,,210,310YESO,927,-106.1034495,34.49306386
SM-0010,,425532,3635423,9080.96,PN-00217,345,345,300YESO,928,-105.7958609,32.85437385
TB-0093,,434765,3709643,7234.22,T-00531,116,116,180TKSCC_Upper,929,-105.702517,33.5243846
QY-0561,,598365,3839360,4730,,102,102,121OGLL,930,-103.9260934,34.69153126
SM-0024,,424847,3627692,8916.85,X,266,266,300YESO,931,-105.8025538,32.78459537
MI-0105,,539770,3921637,5057.12,,,65,231SNRS,932,-104.5618389,35.43738788
JM-008,,324827,3652693,4795.42,LRG-06225,390,390,,933,-106.8750391,32.99860421
EB-454,,419857,3927425,6652.06,RG-60202,250,250,221MRSN/BBSN,934,-105.88353,35.48713724
BC-0114,,377303,3871320,7498,RG-54674,260,260,,935,-106.3441919,34.97702729
BW-0346,,402584,3636940,4155,,,58,110ALVM,936,-106.0412388,32.86625571
BC-0132,,378421,3892260,6740,,,,,937,-106.335018,35.16593398
BC-0046,,378221,3886440,6812,,,,,938,-106.3363557,35.11344378
BW-0771,,619710,3549140,3272,,,340,231DCKM,939,-103.7316887,32.07218566
QU-003,,447039,4063779,7637.03,RG-10641 S,200,200,,940,-105.5930532,36.71823301
SM-0035,,420432,3625055,7080.82,T-04443,200,185,322BEMN,941,-105.8494704,32.76049946
BW-0400,,410462,3631240,4163.37,,,260,110ALVM,942,-105.956494,32.81551791
EB-101,,416630,3958000,6950.49,RG-53785,500,500,121TSUQsf,943,-105.9222616,35.76251562
ED-0309,,581668,3573900,3086,,,278,110ALVM/312RSLR,944,-104.1325773,32.29892669
PP-011,,438593,4003444,7701,RG-42318-S,140,140,123PICSu,945,-105.6828404,36.17382682
DA-0153,,342050,3550690,3816,,,,050QUAL,946,-106.6736054,32.08146147
PC-127,,368663,3911311,5670,RG-65081,610,610,112SNTFP,947,-106.4451825,35.33643545
SM-0083,,449223,3650626,7388.6,PN-00349,455,455,300YESO,948,-105.5435213,32.99286042
TB-0021,,434563,3713343,6471.95,X,100,100,120TSBV_Lower,949,-105.704963,33.55774221
JM-001,,319283,3645249,4538.77,LRG-07300,325,325,,950,-106.9328901,32.93058926
PC-057,,372188,3908820,5971.7,X,210,210,230TRSC,951,-106.4060167,35.31443841
EB-329,,399211,3940177,6217.31,RG-29536,132,132,121TSUQs,952,-106.1126903,35.60021466
AR-0060,,233423,4082020,5663.79,SJ-04129,60,60,,953,-107.9896802,36.84653099
QY-0060,,608775,3885060,4240,,154,154,220ENRD,954,-103.8065156,35.10249185
SD-0132,,374896,3886910,6706.14,X,180,180,231CHNL/231SNRS,955,-106.3729046,35.11727299
AS-004,,448715,4041630,7622.08,RG-36895,50,50,,956,-105.5728077,36.51866159
TV-195,,436504,4023133,6711.05,RG-87837,480,480,120SRVBf,957,-105.7076674,36.3511857
SD-0186,,378226,3886920,6719.59,X,300,300,300YESO,958,-106.3363715,35.1177715
EB-267,3.55002E+14,395127,3966201,5480.25,Exempt,60,60,110ALVM/121CHMTv,959,-106.1611672,35.83438383
QY-0698,,599384,3842600,4750,,,,121OGLL,960,-103.9145885,34.7206454
DA-0063,,335172,3582080,4290,,,485,,961,-106.7518763,32.36353044
SM-0174,,470949,3646129,5771.43,X,100,100,260SNAN_lower,962,-105.3108304,32.95309196
CX-0066,,578049,4024460,6255,,,,121OGLL ,963,-104.1300423,36.36207734
TB-0161,,434453,3711985,6596.61,T-02060,70,70,050QUAL,964,-105.7060484,33.5454878
